LahmanPlayerID,Year,UniNo,dummy,dummy,dummy,dummy
74454,2017,1,,,,
74454,2016,1,,,,
74454,2015,1,,,,
74454,2014,1,,,,
74454,2013,1,,,,
74454,2012,1,,,,
74454,2011,1,,,,
74454,2010,1,,,,
74454,2009,1,,,,
74454,2008,1,,,,
74454,2007,1,,,,
74454,2006,54,,,,
74454,2005,54,,,,
74454,2004,54,,,,
74458,2004,58,,,,
74460,2015,55,,,,
74460,2014,55,,,,
74460,2013,55,,,,
74460,2005,60,,,,
74460,2004,60,,,,
74465,2024,18,,,,
74465,2023,18,,,,
74465,2022,18,,,,
74465,2021,18,,,,
74465,2020,18,,,,
74465,2019,18,,,,
74465,2018,18,,,,
74465,2017,18,,,,
74465,2016,18,,,,
74465,2015,18,,,,
74465,2014,18,,,,
74513,2023,28,,,,
74513,2022,28,,,,
74513,2021,28,,,,
74513,2020,28,,,,
74513,2019,28,,,,
74513,2018,28,,,,
74513,2017,28,,,,
74513,2016,28,,,,
74513,2015,28,,,,
74513,2014,28,,,,
74513,2013,28,,,,
74513,2012,28,,,,
74513,2011,28,,,,
74513,2010,28,,,,
74513,2009,28,,,,
74513,2008,28,,,,
74513,2007,28,,,,
74513,2006,21,,,,
74513,2005,21,,,,
74513,2004,13,,,,
74529,2016,46,,,,
74529,2015,46,,,,
74529,2014,46,,,,
74529,2013,46,,,,
74529,2012,46,,,,
74529,2011,46,,,,
74529,2010,32,,,,
74529,2009,46,,,,
74529,2008,46,,,,
74529,2007,46,,,,
74529,2006,46,,,,
74529,2005,46,,,,
74529,2004,29,,,,
74529,2003,46,,,,
74529,2002,46,,,,
74534,2005,34,,,,
74534,2004,34,,,,
74540,2025,47,,,,
74540,2024,47,,,,
74540,2023,47,,,,
74540,2022,47,,,,
74540,2021,47,,,,
74540,2020,47,,,,
74540,2019,47,,,,
74540,2018,47,,,,
74540,2017,47,,,,
74540,2016,47,,,,
74540,2015,47,,,,
74540,2014,47,,,,
74540,2013,47,,,,
74540,2012,47,,,,
74540,2011,47,,,,
74540,2010,47,,,,
74540,2009,47,,,,
74540,2008,47,,,,
74540,2007,47,,,,
74540,2006,47,,,,
74540,2005,47,,,,
74540,2004,40,,,,
74543,2019,30,,,,
74543,2018,30,,,,
74543,2017,11,,,,
74543,2015,21,,,,
74543,2014,30,,,,
74543,2013,30,,,,
74543,2012,30,,,,
74543,2011,59,,,,
74543,2010,59,,,,
74543,2009,59,,,,
74543,2008,11,,,,
74543,2007,11,,,,
74543,2006,48,,,,
74543,2005,43,,,,
74543,2004,43,,,,
74548,2016,30,,,,
74548,2015,30,,,,
74548,2014,30,,,,
74548,2013,30,,,,
74548,2012,30,,,,
74548,2011,30,,,,
74548,2010,30,,,,
74548,2009,39,,,,
74548,2008,42,,,,
74548,2007,42,,,,
74548,2006,42,,,,
74548,2005,48,,,,
74548,2004,48,,,,
74548,2003,30,,,,
74548,2002,30,,,,
74556,2015,61,,,,
74556,2014,61,,,,
74556,2013,61,,,,
74556,2012,61,,,,
74556,2011,56,,,,
74556,2010,56,,,,
74556,2009,56,,,,
74556,2008,56,,,,
74556,2007,48,,,,
74556,2006,56,,,,
74556,2005,56,,,,
74556,2004,56,,,,
74559,2004,59,,,,
74560,2005,15,,,,
74560,2004,60,,,,
74562,2004,62,,,,
74564,2016,32,,,,
74564,2015,32,,,,
74564,2014,32,,,,
74564,2013,32,,,,
74564,2012,32,,,,
74564,2011,32,,,,
74564,2010,32,,,,
74564,2009,32,,,,
74564,2008,32,,,,
74564,2007,64,,,,
74564,2006,64,,,,
74564,2005,64,,,,
74564,2004,64,,,,
74564,2003,32,,,,
74564,2002,32,,,,
74565,2013,5,,,,
74565,2012,5,,,,
74565,2011,5,,,,
74565,2010,5,,,,
74565,2009,65,,,,
74565,2008,65,,,,
74565,2007,65,,,,
74565,2006,65,,,,
74565,2005,65,,,,
74565,2004,65,,,,
74605,2019,33,,,,
74605,2018,33,,,,
74605,2017,33,,,,
74605,2016,33,,,,
74605,2015,33,,,,
74605,2014,33,,,,
74605,2013,33,,,,
74605,2012,9,,,,
74605,2011,9,,,,
74605,2008,33,,,,
74605,2007,33,,,,
74605,2006,5,,,,
74605,2005,5,,,,
74605,2004,5,,,,
74620,2016,20,,,,
74620,2015,20,,,,
74620,2014,20,,,,
74620,2013,20,,,,
74620,2012,20,,,,
74620,2011,20,,,,
74620,2010,60,,,,
74620,2009,49,,,,
74620,2008,17,,,,
74620,2007,17,,,,
74620,2006,17,,,,
74620,2005,17,,,,
74620,2003,20,,,,
74620,2002,20,,,,
74630,2019,61,,,,
74630,2018,61,,,,
74630,2017,28,,,,
74630,2016,61,,,,
74630,2015,61,,,,
74630,2014,61,,,,
74630,2013,61,,,,
74630,2012,61,,,,
74630,2011,38,,,,
74630,2010,30,,,,
74630,2009,30,,,,
74630,2008,30,,,,
74630,2007,30,,,,
74630,2006,30,,,,
74630,2005,30,,,,
74630,2004,30,,,,
74635,2006,49,,,,
74635,2005,29,,,,
74642,2005,42,,,,
74643,2006,31,,,,
74643,2005,43,,,,
74643,2004,43,,,,
74647,2016,41,,,,
74647,2015,41,,,,
74647,2011,41,,,,
74647,2010,41,,,,
74647,2009,41,,,,
74647,2008,41,,,,
74647,2007,41,,,,
74647,2006,41,,,,
74647,2005,41,,,,
74647,2004,41,,,,
74650,2013,39,,,,
74650,2012,46,,,,
74650,2011,46,,,,
74650,2010,46,,,,
74650,2009,46,,,,
74650,2008,46,,,,
74650,2007,50,,,,
74650,2006,50,,,,
74650,2005,50,,,,
74650,2004,50,,,,
74651,2016,36,,,,
74651,2015,41,,,,
74651,2014,36,,,,
74651,2013,13,,,,
74651,2012,13,,,,
74651,2011,13,,,,
74651,2008,60,,,,
74651,2007,60,,,,
74651,2006,60,,,,
74651,2005,60,,,,
74651,2004,51,,,,
74653,2004,53,,,,
74704,2005,3,,,,
74704,2004,3,,,,
74720,2004,20,,,,
74723,2004,23,,,,
74726,2016,52,,,,
74726,2015,52,,,,
74726,2014,52,,,,
74726,2013,52,,,,
74726,2012,52,,,,
74726,2005,9,,,,
74726,2004,26,,,,
74726,2003,52,,,,
74726,2002,52,,,,
74728,2013,19,,,,
74728,2012,19,,,,
74728,2011,46,,,,
74728,2010,46,,,,
74728,2009,46,,,,
74728,2008,19,,,,
74728,2007,19,,,,
74728,2006,19,,,,
74728,2005,19,,,,
74728,2004,28,,,,
74729,2020,25,,,,
74729,2019,25,,,,
74729,2018,25,,,,
74729,2017,25,,,,
74729,2016,25,,,,
74729,2015,25,,,,
74729,2014,25,,,,
74731,2020,31,,,,
74731,2019,31,,,,
74731,2018,31,,,,
74731,2017,31,,,,
74731,2016,31,,,,
74731,2015,31,,,,
74731,2014,31,,,,
74731,2013,31,,,,
74731,2012,31,,,,
74731,2011,31,,,,
74731,2010,98,,,,
74731,2009,31,,,,
74731,2008,31,,,,
74731,2007,31,,,,
74731,2006,31,,,,
74731,2005,31,,,,
74731,2004,31,,,,
74745,2015,24,,,,
74745,2014,56,,,,
74745,2013,56,,,,
74745,2012,56,,,,
74745,2011,56,,,,
74745,2010,24,,,,
74745,2009,24,,,,
74745,2008,24,,,,
74745,2007,24,,,,
74745,2006,24,,,,
74745,2005,24,,,,
74745,2004,45,,,,
74746,2004,46,,,,
74748,2017,39,,,,
74748,2016,39,,,,
74748,2015,39,,,,
74748,2014,39,,,,
74748,2013,1,,,,
74748,2012,39,,,,
74748,2011,39,,,,
74748,2010,39,,,,
74748,2009,37,,,,
74748,2008,37,,,,
74748,2007,48,,,,
74748,2006,48,,,,
74748,2005,48,,,,
74748,2004,48,,,,
74756,2016,2,,,,
74756,2015,2,,,,
74756,2014,2,,,,
74756,2013,2,,,,
74756,2012,22,,,,
74756,2011,12,,,,
74756,2010,42,,,,
74756,2009,42,,,,
74756,2008,42,,,,
74756,2007,56,,,,
74756,2006,56,,,,
74756,2005,56,,,,
74756,2004,56,,,,
74761,2016,1,,,,
74761,2015,1,,,,
74761,2014,1,,,,
74761,2013,1,,,,
74761,2012,1,,,,
74761,2011,1,,,,
74761,2010,31,,,,
74761,2009,19,,,,
74761,2008,19,,,,
74761,2007,45,,,,
74761,2006,45,,,,
74761,2005,45,,,,
74761,2004,45,,,,
74761,2003,45,,,,
74761,2002,1,,,,
74817,2005,17,,,,
74817,2004,17,,,,
74823,2018,24,,,,
74823,2017,24,,,,
74823,2016,24,,,,
74823,2015,24,,,,
74823,2005,23,,,,
74823,2004,23,,,,
74828,2007,50,,,,
74828,2005,28,,,,
74828,2004,28,,,,
74836,2005,36,,,,
74836,2004,36,,,,
74838,2005,38,,,,
74838,2004,38,,,,
74840,2005,40,,,,
74840,2004,40,,,,
74846,2005,46,,,,
74846,2004,46,,,,
74849,2004,49,,,,
74857,2024,57,,,,
74857,2023,57,,,,
74857,2022,57,,,,
74857,2021,57,,,,
74857,2020,57,,,,
74857,2019,57,,,,
74857,2018,57,,,,
74857,2017,57,,,,
74857,2016,57,,,,
74857,2005,57,,,,
74857,2004,57,,,,
74858,2005,19,,,,
74858,2004,19,,,,
74858,2003,39,,,,
74858,2002,39,,,,
75125,2025,52,,,,
75125,2024,59,,,,
75125,2023,52,,,,
75125,2022,52,,,,
75125,2021,52,,,,
75125,2020,52,,,,
75125,2019,52,,,,
75125,2018,52,,,,
75125,2015,52,,,,
75125,2014,52,,,,
75125,2013,52,,,,
75125,2012,52,,,,
75125,2011,52,,,,
75125,2010,25,,,,
75125,2009,25,,,,
75125,2008,25,,,,
75125,2007,25,,,,
75125,2006,25,,,,
75125,2005,25,,,,
75131,2007,52,,,,
75131,2006,52,,,,
75131,2005,52,,,,
75138,2014,59,,,,
75138,2013,59,,,,
75138,2012,59,,,,
75138,2011,59,,,,
75138,2007,52,,,,
75138,2006,52,,,,
75138,2005,38,,,,
75143,2016,52,,,,
75143,2015,52,,,,
75143,2014,64,,,,
75143,2013,64,,,,
75143,2012,52,,,,
75143,2011,52,,,,
75143,2010,52,,,,
75143,2009,43,,,,
75143,2008,43,,,,
75143,2007,43,,,,
75143,2006,43,,,,
75143,2005,43,,,,
75143,2004,52,,,,
75143,2003,52,,,,
75143,2002,52,,,,
75149,2018,11,,,,
75149,2017,51,,,,
75149,2016,51,,,,
75149,2015,51,,,,
75149,2014,18,,,,
75149,2008,30,,,,
75149,2007,49,,,,
75149,2006,49,,,,
75149,2005,49,,,,
75151,2014,24,,,,
75151,2013,24,,,,
75151,2012,24,,,,
75151,2011,49,,,,
75151,2010,51,,,,
75151,2009,51,,,,
75151,2008,51,,,,
75151,2007,51,,,,
75151,2006,51,,,,
75151,2005,51,,,,
75154,2006,26,,,,
75154,2005,54,,,,
75155,2016,30,,,,
75155,2015,30,,,,
75155,2014,30,,,,
75155,2013,30,,,,
75155,2012,30,,,,
75155,2011,30,,,,
75155,2010,30,,,,
75155,2009,56,,,,
75155,2008,56,,,,
75155,2007,56,,,,
75155,2006,56,,,,
75155,2005,56,,,,
75155,2004,30,,,,
75155,2003,30,,,,
75155,2002,30,,,,
75156,2005,56,,,,
75174,2006,13,,,,
75230,2009,30,,,,
75230,2008,30,,,,
75230,2007,30,,,,
75230,2006,30,,,,
75230,2005,30,,,,
75244,2013,83,,,,
75244,2012,96,,,,
75244,2011,96,,,,
75244,2007,44,,,,
75244,2006,44,,,,
75244,2005,44,,,,
75245,2005,45,,,,
75250,2011,32,,,,
75250,2010,32,,,,
75250,2009,32,,,,
75250,2008,32,,,,
75250,2007,32,,,,
75250,2006,32,,,,
75250,2005,32,,,,
75253,2007,66,,,,
75255,2016,27,,,,
75255,2015,27,,,,
75255,2014,27,,,,
75255,2013,27,,,,
75255,2012,27,,,,
75255,2011,27,,,,
75255,2010,27,,,,
75255,2009,27,,,,
75255,2008,27,,,,
75255,2007,55,,,,
75255,2006,55,,,,
75255,2005,55,,,,
75255,2004,27,,,,
75255,2003,27,,,,
75255,2002,27,,,,
75258,2020,58,,,,
75258,2019,58,,,,
75258,2018,58,,,,
75258,2017,58,,,,
75258,2016,58,,,,
75258,2015,58,,,,
75258,2014,58,,,,
75258,2013,48,,,,
75258,2012,48,,,,
75258,2011,48,,,,
75258,2010,48,,,,
75258,2009,58,,,,
75258,2008,58,,,,
75258,2007,58,,,,
75258,2006,58,,,,
75258,2005,58,,,,
75259,2005,29,,,,
75261,2015,19,,,,
75261,2014,14,,,,
75261,2013,61,,,,
75261,2012,29,,,,
75261,2011,59,,,,
75261,2010,59,,,,
75261,2009,61,,,,
75261,2008,61,,,,
75261,2007,61,,,,
75261,2006,61,,,,
75261,2005,61,,,,
75266,2008,66,,,,
75266,2007,7,,,,
75266,2006,66,,,,
75266,2005,66,,,,
75268,2016,11,,,,
75268,2015,11,,,,
75268,2014,2,,,,
75268,2013,11,,,,
75268,2012,11,,,,
75268,2011,11,,,,
75268,2010,11,,,,
75268,2009,11,,,,
75268,2008,11,,,,
75268,2007,11,,,,
75268,2006,11,,,,
75268,2005,48,,,,
75307,2015,2,,,,
75307,2013,2,,,,
75307,2012,5,,,,
75307,2008,7,,,,
75321,2019,1,,,,
75321,2018,1,,,,
75321,2017,1,,,,
75321,2016,1,,,,
75321,2015,1,,,,
75321,2014,1,,,,
75321,2013,1,,,,
75321,2012,1,,,,
75321,2011,1,,,,
75321,2010,1,,,,
75333,2007,49,,,,
75334,2024,36,,,,
75334,2023,44,,,,
75334,2022,44,,,,
75334,2021,44,,,,
75334,2020,44,,,,
75334,2019,36,,,,
75334,2018,36,,,,
75334,2017,36,,,,
75334,2016,36,,,,
75334,2015,36,,,,
75334,2014,36,,,,
75334,2013,36,,,,
75334,2012,36,,,,
75334,2011,35,,,,
75334,2010,35,,,,
75334,2009,35,,,,
75334,2008,34,,,,
75340,2022,31,,,,
75340,2021,31,,,,
75340,2020,31,,,,
75340,2019,31,,,,
75340,2011,42,,,,
75340,2010,42,,,,
75340,2009,42,,,,
75340,2008,40,,,,
75342,2021,47,,,,
75342,2020,47,,,,
75342,2019,47,,,,
75342,2018,47,,,,
75342,2017,47,,,,
75342,2016,47,,,,
75342,2013,47,,,,
75342,2012,47,,,,
75342,2011,47,,,,
75342,2010,47,,,,
75342,2009,47,,,,
75342,2008,42,,,,
75344,2014,28,,,,
75344,2013,28,,,,
75344,2011,44,,,,
75344,2010,44,,,,
75344,2009,44,,,,
75344,2008,44,,,,
75347,2016,11,,,,
75347,2015,11,,,,
75347,2014,11,,,,
75347,2013,11,,,,
75347,2012,49,,,,
75347,2010,11,,,,
75347,2009,47,,,,
75347,2008,47,,,,
75347,2004,11,,,,
75347,2003,11,,,,
75347,2002,11,,,,
75404,2009,5,,,,
75404,2008,5,,,,
75404,2007,4,,,,
75404,2006,4,,,,
75404,2005,4,,,,
75421,2025,21,,,,
75421,2024,21,,,,
75421,2023,21,,,,
75421,2022,21,,,,
75421,2021,21,,,,
75421,2020,21,,,,
75421,2019,21,,,,
75421,2013,21,,,,
75421,2012,21,,,,
75421,2011,21,,,,
75421,2010,21,,,,
75421,2009,21,,,,
75421,2008,21,,,,
75421,2007,21,,,,
75421,2006,21,,,,
75421,2005,21,,,,
75424,2011,37,,,,
75424,2010,37,,,,
75424,2009,38,,,,
75424,2008,38,,,,
75424,2007,38,,,,
75427,2008,15,,,,
75427,2007,27,,,,
75427,2006,27,,,,
75429,2005,29,,,,
75441,2017,24,,,,
75441,2016,24,,,,
75441,2015,24,,,,
75441,2014,17,,,,
75441,2013,17,,,,
75441,2012,17,,,,
75441,2011,24,,,,
75441,2010,24,,,,
75441,2007,41,,,,
75441,2006,41,,,,
75441,2005,41,,,,
75442,2016,90,,,,
75442,2015,90,,,,
75442,2014,90,,,,
75442,2013,90,,,,
75442,2012,90,,,,
75442,2011,90,,,,
75442,2010,90,,,,
75442,2009,90,,,,
75442,2008,12,,,,
75442,2007,42,,,,
75442,2006,42,,,,
75442,2005,42,,,,
75442,2004,90,,,,
75442,2003,90,,,,
75442,2002,90,,,,
75443,2007,58,,,,
75443,2006,44,,,,
75443,2005,44,,,,
75444,2005,44,,,,
75458,2006,58,,,,
75464,2015,17,,,,
75464,2014,17,,,,
75464,2013,17,,,,
75464,2012,17,,,,
75464,2011,17,,,,
75464,2010,57,,,,
75464,2009,15,,,,
75464,2008,15,,,,
75464,2007,64,,,,
75464,2006,64,,,,
75464,2005,64,,,,
75523,2016,23,,,,
75523,2015,23,,,,
75523,2014,23,,,,
75523,2013,23,,,,
75523,2012,23,,,,
75523,2011,23,,,,
75523,2010,23,,,,
75523,2009,23,,,,
75523,2008,23,,,,
75523,2007,23,,,,
75523,2006,23,,,,
75523,2005,23,,,,
75523,2004,23,,,,
75523,2003,23,,,,
75523,2002,23,,,,
75537,2018,37,,,,
75537,2017,37,,,,
75537,2016,37,,,,
75537,2015,37,,,,
75537,2014,37,,,,
75537,2013,37,,,,
75537,2012,37,,,,
75537,2011,37,,,,
75537,2010,37,,,,
75537,2009,37,,,,
75537,2008,37,,,,
75537,2007,21,,,,
75537,2006,37,,,,
75537,2005,37,,,,
75537,2004,37,,,,
75537,2003,37,,,,
75537,2002,37,,,,
75539,2015,39,,,,
75539,2014,39,,,,
75539,2013,62,,,,
75539,2012,39,,,,
75539,2011,39,,,,
75539,2010,39,,,,
75539,2009,39,,,,
75539,2008,39,,,,
75539,2007,40,,,,
75539,2006,39,,,,
75539,2005,39,,,,
75539,2004,39,,,,
75539,2003,39,,,,
75539,2002,39,,,,
75551,2005,51,,,,
75554,2016,44,,,,
75554,2013,44,,,,
75554,2012,44,,,,
75554,2011,54,,,,
75554,2010,54,,,,
75554,2009,54,,,,
75554,2008,54,,,,
75554,2007,54,,,,
75554,2006,54,,,,
75554,2005,54,,,,
75554,2004,44,,,,
75554,2003,44,,,,
75554,2002,44,,,,
75563,2006,2,,,,
75563,2005,63,,,,
75566,2025,17,,,,
75566,2024,17,,,,
75566,2023,17,,,,
75566,2022,16,,,,
75566,2021,16,,,,
75566,2020,16,,,,
75566,2019,16,,,,
75566,2018,16,,,,
75566,2017,17,,,,
75566,2016,16,,,,
75566,2015,16,,,,
75566,2014,16,,,,
75566,2013,16,,,,
75566,2012,48,,,,
75566,2011,48,,,,
75566,2010,48,,,,
75566,2009,48,,,,
75566,2008,6,,,,
75566,2007,6,,,,
75566,2006,6,,,,
75566,2005,6,,,,
75608,2013,59,,,,
75608,2012,59,,,,
75608,2011,59,,,,
75608,2010,59,,,,
75608,2009,8,,,,
75608,2008,8,,,,
75608,2007,8,,,,
75608,2006,8,,,,
75608,2005,8,,,,
75612,2016,42,,,,
75612,2015,42,,,,
75612,2014,42,,,,
75612,2013,42,,,,
75612,2012,42,,,,
75612,2011,45,,,,
75612,2010,42,,,,
75612,2009,42,,,,
75612,2008,42,,,,
75612,2007,42,,,,
75612,2006,42,,,,
75612,2005,42,,,,
75620,2019,24,,,,
75620,2018,24,,,,
75620,2017,20,,,,
75620,2016,20,,,,
75620,2015,20,,,,
75620,2013,21,,,,
75620,2012,21,,,,
75620,2011,21,,,,
75620,2010,28,,,,
75620,2009,20,,,,
75620,2008,20,,,,
75620,2007,20,,,,
75620,2006,20,,,,
75620,2005,20,,,,
75635,2016,4,,,,
75635,2015,4,,,,
75635,2014,1,,,,
75635,2013,1,,,,
75635,2012,1,,,,
75635,2011,61,,,,
75635,2010,61,,,,
75635,2009,61,,,,
75635,2008,61,,,,
75635,2007,61,,,,
75635,2006,61,,,,
75635,2005,35,,,,
75640,2006,40,,,,
75640,2005,40,,,,
75648,2006,48,,,,
75648,2005,48,,,,
75653,2005,53,,,,
75659,2006,59,,,,
75659,2005,59,,,,
75662,2012,43,,,,
75662,2007,79,,,,
75663,2016,17,,,,
75663,2015,17,,,,
75663,2014,17,,,,
75663,2013,17,,,,
75663,2012,17,,,,
75663,2011,17,,,,
75663,2010,38,,,,
75663,2009,63,,,,
75663,2008,63,,,,
75663,2007,63,,,,
75668,2018,21,,,,
75668,2017,21,,,,
75668,2016,21,,,,
75668,2015,21,,,,
75668,2014,20,,,,
75668,2013,68,,,,
75668,2012,68,,,,
75668,2011,68,,,,
75668,2010,68,,,,
75668,2009,68,,,,
75668,2008,68,,,,
75668,2007,68,,,,
75668,2006,68,,,,
75668,2005,68,,,,
75705,2014,6,,,,
75705,2013,18,,,,
75705,2012,18,,,,
75705,2011,34,,,,
75705,2010,5,,,,
75705,2009,5,,,,
75705,2008,5,,,,
75705,2007,5,,,,
75705,2006,5,,,,
75705,2005,5,,,,
75706,2016,30,,,,
75706,2015,95,,,,
75706,2014,28,,,,
75706,2013,28,,,,
75706,2012,28,,,,
75706,2011,28,,,,
75706,2010,28,,,,
75706,2007,6,,,,
75706,2006,6,,,,
75706,2005,6,,,,
75730,2019,15,,,,
75730,2018,15,,,,
75730,2017,17,,,,
75730,2016,17,,,,
75730,2015,17,,,,
75730,2014,47,,,,
75730,2013,47,,,,
75730,2012,47,,,,
75730,2011,57,,,,
75730,2010,51,,,,
75730,2009,51,,,,
75730,2008,51,,,,
75730,2007,51,,,,
75730,2006,30,,,,
75730,2005,30,,,,
75734,2005,34,,,,
75736,2013,8,,,,
75736,2012,2,,,,
75736,2011,2,,,,
75736,2008,8,,,,
75736,2006,61,,,,
75739,2010,36,,,,
75739,2009,36,,,,
75739,2008,36,,,,
75739,2007,36,,,,
75750,2017,51,,,,
75750,2016,1,,,,
75750,2015,36,,,,
75750,2014,50,,,,
75750,2013,50,,,,
75750,2012,50,,,,
75750,2011,50,,,,
75750,2010,50,,,,
75750,2009,50,,,,
75750,2008,50,,,,
75750,2007,50,,,,
75750,2006,50,,,,
75750,2005,50,,,,
75762,2016,43,,,,
75762,2015,43,,,,
75762,2014,43,,,,
75762,2013,43,,,,
75762,2012,43,,,,
75762,2011,43,,,,
75762,2010,43,,,,
75762,2009,62,,,,
75762,2008,62,,,,
75762,2007,62,,,,
75762,2006,62,,,,
75762,2005,62,,,,
75762,2004,43,,,,
75762,2003,43,,,,
75762,2002,43,,,,
75763,2007,45,,,,
75763,2006,45,,,,
75763,2005,45,,,,
75799,2007,1,,,,
75799,2006,1,,,,
75799,2005,99,,,,
75808,2020,8,,,,
75808,2019,8,,,,
75808,2018,8,,,,
75808,2017,8,,,,
75808,2016,8,,,,
75808,2015,8,,,,
75808,2014,8,,,,
75808,2005,8,,,,
75828,2005,28,,,,
75830,2005,31,,,,
75831,2005,31,,,,
75847,2025,14,,,,
75847,2005,47,,,,
75848,2005,48,,,,
75848,2004,48,,,,
75852,2017,52,,,,
75852,2016,61,,,,
75852,2015,61,,,,
75852,2014,61,,,,
75852,2013,61,,,,
75852,2012,61,,,,
75852,2011,61,,,,
75852,2010,61,,,,
75852,2005,52,,,,
75859,2005,59,,,,
75861,2005,61,,,,
75867,2025,42,,,,
75867,2022,42,,,,
75867,2021,42,,,,
75867,2020,55,,,,
75867,2019,55,,,,
75867,2018,55,,,,
75867,2017,55,,,,
75867,2016,55,,,,
75867,2015,55,,,,
75867,2014,55,,,,
75867,2013,55,,,,
75867,2012,55,,,,
75867,2011,49,,,,
75867,2010,42,,,,
75867,2005,42,,,,
76100,2021,7,,,,
76100,2020,16,,,,
76100,2019,16,,,,
76100,2018,16,,,,
76100,2017,7,,,,
76100,2016,7,,,,
76100,2015,7,,,,
76100,2014,7,,,,
76100,2013,7,,,,
76100,2012,7,,,,
76100,2011,24,,,,
76100,2010,24,,,,
76100,2009,24,,,,
76100,2008,0,,,,
76100,2006,0,,,,
76118,2025,46,,,,
76118,2024,46,,,,
76118,2023,46,,,,
76118,2022,46,,,,
76118,2021,46,,,,
76118,2020,46,,,,
76118,2019,46,,,,
76118,2018,46,,,,
76118,2017,46,,,,
76118,2016,46,,,,
76118,2015,46,,,,
76118,2014,46,,,,
76118,2013,46,,,,
76118,2012,46,,,,
76118,2010,68,,,,
76118,2009,48,,,,
76118,2008,48,,,,
76118,2007,48,,,,
76118,2006,18,,,,
76119,2015,49,,,,
76119,2014,27,,,,
76119,2013,27,,,,
76119,2012,19,,,,
76119,2011,19,,,,
76119,2010,19,,,,
76119,2009,19,,,,
76119,2008,19,,,,
76119,2007,19,,,,
76119,2006,19,,,,
76120,2006,20,,,,
76140,2016,44,,,,
76140,2015,37,,,,
76140,2014,95,,,,
76140,2013,95,,,,
76140,2012,95,,,,
76140,2007,40,,,,
76140,2006,40,,,,
76146,2006,46,,,,
76154,2006,54,,,,
76158,2020,34,,,,
76158,2015,25,,,,
76158,2014,63,,,,
76158,2013,63,,,,
76158,2007,12,,,,
76158,2006,58,,,,
76169,2016,63,,,,
76169,2015,63,,,,
76169,2014,63,,,,
76169,2013,63,,,,
76169,2012,63,,,,
76169,2011,63,,,,
76169,2010,63,,,,
76169,2009,63,,,,
76169,2008,69,,,,
76169,2007,69,,,,
76169,2006,69,,,,
76169,2004,63,,,,
76169,2003,63,,,,
76169,2002,63,,,,
76199,2006,99,,,,
76225,2025,43,,,,
76225,2024,43,,,,
76225,2023,43,,,,
76225,2021,42,,,,
76225,2020,42,,,,
76225,2019,42,,,,
76225,2018,42,,,,
76225,2017,3,,,,
76225,2016,46,,,,
76225,2015,46,,,,
76225,2013,109,,,,
76225,2008,25,,,,
76225,2007,25,,,,
76225,2006,25,,,,
76231,2007,24,,,,
76231,2006,31,,,,
76232,2025,25,,,,
76232,2024,25,,,,
76232,2023,25,,,,
76232,2022,25,,,,
76232,2021,25,,,,
76232,2020,25,,,,
76232,2019,25,,,,
76232,2018,25,,,,
76232,2017,25,,,,
76232,2016,25,,,,
76232,2015,25,,,,
76232,2014,25,,,,
76232,2013,25,,,,
76232,2012,25,,,,
76232,2011,25,,,,
76232,2010,25,,,,
76232,2009,32,,,,
76232,2008,32,,,,
76232,2007,32,,,,
76232,2006,32,,,,
76235,2009,53,,,,
76235,2008,53,,,,
76235,2007,35,,,,
76235,2006,35,,,,
76235,2004,67,,,,
76235,2003,67,,,,
76235,2002,67,,,,
76240,2016,41,,,,
76240,2015,41,,,,
76240,2014,41,,,,
76240,2013,41,,,,
76240,2012,41,,,,
76240,2011,41,,,,
76240,2010,41,,,,
76240,2009,41,,,,
76240,2008,40,,,,
76240,2008,41,,,,
76240,2007,40,,,,
76240,2007,41,,,,
76240,2006,40,,,,
76240,2006,41,,,,
76240,2005,41,,,,
76240,2004,41,,,,
76240,2003,41,,,,
76249,2022,3,,,,
76249,2021,3,,,,
76249,2020,3,,,,
76249,2019,3,,,,
76249,2018,3,,,,
76249,2017,49,,,,
76249,2016,49,,,,
76249,2015,49,,,,
76249,2014,49,,,,
76249,2013,49,,,,
76249,2012,35,,,,
76249,2010,49,,,,
76249,2009,49,,,,
76249,2008,49,,,,
76249,2007,49,,,,
76249,2006,49,,,,
76262,2015,11,,,,
76262,2014,11,,,,
76262,2013,37,,,,
76262,2012,11,,,,
76262,2011,11,,,,
76262,2010,62,,,,
76262,2009,62,,,,
76262,2008,62,,,,
76262,2007,62,,,,
76262,2006,62,,,,
76262,2004,11,,,,
76262,2003,11,,,,
76262,2002,11,,,,
76267,2025,53,,,,
76267,2024,53,,,,
76267,2020,53,,,,
76267,2019,53,,,,
76267,2018,53,,,,
76267,2017,53,,,,
76267,2016,7,,,,
76267,2015,7,,,,
76267,2014,7,,,,
76267,2013,7,,,,
76267,2012,7,,,,
76267,2009,3,,,,
76267,2008,67,,,,
76267,2007,67,,,,
76267,2006,67,,,,
76290,2025,22,,,,
76290,2023,22,,,,
76290,2022,22,,,,
76290,2021,22,,,,
76290,2020,22,,,,
76290,2019,22,,,,
76290,2018,22,,,,
76290,2015,50,,,,
76290,2014,50,,,,
76290,2013,50,,,,
76290,2012,50,,,,
76290,2011,50,,,,
76290,2010,50,,,,
76290,2009,50,,,,
76290,2008,50,,,,
76290,2007,50,,,,
76290,2006,89,,,,
76304,2017,30,,,,
76304,2016,30,,,,
